,service,online,timestamp
628,one week fast track,False,10/05/2022 15:02
629,premium,False,10/05/2022 15:02
630,one week fast track,True,10/05/2022 15:41
631,premium,False,10/05/2022 15:41
632,one week fast track,False,10/05/2022 16:14
633,premium,False,10/05/2022 16:14
634,one week fast track,False,10/05/2022 16:43
635,premium,False,10/05/2022 16:43
636,one week fast track,False,10/05/2022 17:22
637,premium,False,10/05/2022 17:22
638,one week fast track,False,10/05/2022 18:04
639,premium,False,10/05/2022 18:04
640,one week fast track,False,10/05/2022 18:46
641,premium,False,10/05/2022 18:46
642,one week fast track,False,10/05/2022 19:17
643,premium,False,10/05/2022 19:17
644,one week fast track,False,10/05/2022 19:46
645,premium,False,10/05/2022 19:46
646,one week fast track,False,10/05/2022 20:11
647,premium,False,10/05/2022 20:11
648,one week fast track,False,10/05/2022 20:35
649,premium,False,10/05/2022 20:35
650,one week fast track,False,10/05/2022 21:15
651,premium,False,10/05/2022 21:15
652,one week fast track,False,10/05/2022 21:39
653,premium,False,10/05/2022 21:39
654,one week fast track,False,10/05/2022 22:12
655,premium,False,10/05/2022 22:12
656,one week fast track,False,10/05/2022 22:38
657,premium,False,10/05/2022 22:38
658,one week fast track,False,10/05/2022 23:13
659,premium,False,10/05/2022 23:13
660,one week fast track,False,10/05/2022 23:39
661,premium,False,10/05/2022 23:39
662,one week fast track,False,11/05/2022 00:14
663,premium,False,11/05/2022 00:14
664,one week fast track,False,11/05/2022 00:40
665,premium,False,11/05/2022 00:40
666,one week fast track,False,11/05/2022 02:12
667,premium,False,11/05/2022 02:12
668,one week fast track,False,11/05/2022 04:09
669,premium,False,11/05/2022 04:09
670,one week fast track,False,11/05/2022 05:05
671,premium,False,11/05/2022 05:05
672,one week fast track,False,11/05/2022 06:04
673,premium,False,11/05/2022 06:04
674,one week fast track,False,11/05/2022 06:45
675,premium,False,11/05/2022 06:45
676,one week fast track,False,11/05/2022 07:20
677,premium,False,11/05/2022 07:20
678,one week fast track,False,11/05/2022 07:51
679,premium,False,11/05/2022 07:51
680,one week fast track,False,11/05/2022 08:14
681,premium,False,11/05/2022 08:14
682,one week fast track,Busy,11/05/2022 08:38
683,premium,True,11/05/2022 08:38
684,one week fast track,False,11/05/2022 09:19
685,premium,True,11/05/2022 09:19
686,one week fast track,False,11/05/2022 09:46
687,premium,True,11/05/2022 09:46
688,one week fast track,Busy,11/05/2022 10:13
689,premium,False,11/05/2022 10:13
690,one week fast track,Busy,11/05/2022 10:40
691,premium,False,11/05/2022 10:40
692,one week fast track,False,11/05/2022 11:15
693,premium,False,11/05/2022 11:15
694,one week fast track,False,11/05/2022 11:43
695,premium,False,11/05/2022 11:43
696,one week fast track,False,11/05/2022 12:11
697,premium,False,11/05/2022 12:11
698,one week fast track,False,11/05/2022 12:36
699,premium,False,11/05/2022 12:36
700,one week fast track,False,11/05/2022 13:29
701,premium,False,11/05/2022 13:29
702,one week fast track,False,11/05/2022 14:20
703,premium,False,11/05/2022 14:20
704,one week fast track,False,11/05/2022 14:53
705,premium,False,11/05/2022 14:53
706,one week fast track,False,11/05/2022 15:13
707,premium,False,11/05/2022 15:13
708,one week fast track,False,11/05/2022 15:36
709,premium,False,11/05/2022 15:36
710,one week fast track,False,11/05/2022 16:14
711,premium,False,11/05/2022 16:14
712,one week fast track,False,11/05/2022 16:43
713,premium,False,11/05/2022 16:43
