location,appt_date,count,scrape_date
Belfast,Sun 10 Jul,,29/06/2022 13:58
Birmingham,Sun 10 Jul,,29/06/2022 13:58
London,Mon 11 Jul,,29/06/2022 13:58
Peterborough,Mon 11 Jul,,29/06/2022 13:58
Newport,Mon 11 Jul,,29/06/2022 13:58
Liverpool,Mon 11 Jul,,29/06/2022 13:58
Durham,Mon 11 Jul,,29/06/2022 13:58
Glasgow,Mon 11 Jul,5,29/06/2022 13:58
Belfast,Mon 11 Jul,14,29/06/2022 13:58
Birmingham,Mon 11 Jul,,29/06/2022 13:58
London,Tue 12 Jul,,29/06/2022 13:58
Peterborough,Tue 12 Jul,,29/06/2022 13:58
Newport,Tue 12 Jul,,29/06/2022 13:58
Liverpool,Tue 12 Jul,,29/06/2022 13:58
Durham,Tue 12 Jul,5,29/06/2022 13:58
Glasgow,Tue 12 Jul,17,29/06/2022 13:58
Belfast,Tue 12 Jul,,29/06/2022 13:58
Birmingham,Tue 12 Jul,,29/06/2022 13:58
London,Wed 13 Jul,9,29/06/2022 13:58
Peterborough,Wed 13 Jul,,29/06/2022 13:58
Newport,Wed 13 Jul,,29/06/2022 13:58
Liverpool,Wed 13 Jul,,29/06/2022 13:58
Durham,Wed 13 Jul,11,29/06/2022 13:58
Glasgow,Wed 13 Jul,17,29/06/2022 13:58
Belfast,Wed 13 Jul,15,29/06/2022 13:58
Birmingham,Wed 13 Jul,,29/06/2022 13:58
London,Thu 14 Jul,14,29/06/2022 13:58
Peterborough,Thu 14 Jul,4,29/06/2022 13:58
Newport,Thu 14 Jul,,29/06/2022 13:58
Liverpool,Thu 14 Jul,,29/06/2022 13:58
Durham,Thu 14 Jul,12,29/06/2022 13:58
Glasgow,Thu 14 Jul,17,29/06/2022 13:58
Belfast,Thu 14 Jul,15,29/06/2022 13:58
Birmingham,Thu 14 Jul,,29/06/2022 13:58
London,Fri 15 Jul,16,29/06/2022 13:58
Peterborough,Fri 15 Jul,15,29/06/2022 13:58
Newport,Fri 15 Jul,,29/06/2022 13:58
Liverpool,Fri 15 Jul,,29/06/2022 13:58
Durham,Fri 15 Jul,12,29/06/2022 13:58
Glasgow,Fri 15 Jul,17,29/06/2022 13:58
Belfast,Fri 15 Jul,15,29/06/2022 13:58
Birmingham,Fri 15 Jul,,29/06/2022 13:58
London,Sat 16 Jul,,29/06/2022 13:58
Peterborough,Sat 16 Jul,,29/06/2022 13:58
Newport,Sat 16 Jul,,29/06/2022 13:58
Liverpool,Sat 16 Jul,,29/06/2022 13:58
Durham,Sat 16 Jul,,29/06/2022 13:58
Glasgow,Sat 16 Jul,,29/06/2022 13:58
Belfast,Sat 16 Jul,11,29/06/2022 13:58
Birmingham,Sat 16 Jul,,29/06/2022 13:58
London,Sun 17 Jul,,29/06/2022 13:58
Peterborough,Sun 17 Jul,,29/06/2022 13:58
Newport,Sun 17 Jul,,29/06/2022 13:58
Liverpool,Sun 17 Jul,,29/06/2022 13:58
Durham,Sun 17 Jul,,29/06/2022 13:58
Glasgow,Sun 17 Jul,,29/06/2022 13:58
Belfast,Sun 17 Jul,,29/06/2022 13:58
Birmingham,Sun 17 Jul,,29/06/2022 13:58
London,Mon 18 Jul,,29/06/2022 13:58
Peterborough,Mon 18 Jul,19,29/06/2022 13:58
Newport,Mon 18 Jul,,29/06/2022 13:58
Liverpool,Mon 18 Jul,,29/06/2022 13:58
Durham,Mon 18 Jul,12,29/06/2022 13:58
Glasgow,Mon 18 Jul,17,29/06/2022 13:58
Belfast,Mon 18 Jul,15,29/06/2022 13:58
Birmingham,Mon 18 Jul,,29/06/2022 13:58
London,Tue 19 Jul,,29/06/2022 13:58
Peterborough,Tue 19 Jul,18,29/06/2022 13:58
Newport,Tue 19 Jul,,29/06/2022 13:58
Liverpool,Tue 19 Jul,,29/06/2022 13:58
Durham,Tue 19 Jul,12,29/06/2022 13:58
Glasgow,Tue 19 Jul,17,29/06/2022 13:58
Belfast,Tue 19 Jul,15,29/06/2022 13:58
Birmingham,Tue 19 Jul,,29/06/2022 13:58
London,Wed 20 Jul,,29/06/2022 13:58
Peterborough,Wed 20 Jul,19,29/06/2022 13:58
Newport,Wed 20 Jul,,29/06/2022 13:58
Liverpool,Wed 20 Jul,,29/06/2022 13:58
Durham,Wed 20 Jul,12,29/06/2022 13:58
Glasgow,Wed 20 Jul,17,29/06/2022 13:58
Belfast,Wed 20 Jul,15,29/06/2022 13:58
Birmingham,Wed 20 Jul,,29/06/2022 13:58
London,Thu 21 Jul,,29/06/2022 13:58
Peterborough,Thu 21 Jul,,29/06/2022 13:58
Newport,Thu 21 Jul,,29/06/2022 13:58
Liverpool,Thu 21 Jul,,29/06/2022 13:58
Durham,Thu 21 Jul,,29/06/2022 13:58
Glasgow,Thu 21 Jul,,29/06/2022 13:58
Belfast,Thu 21 Jul,,29/06/2022 13:58
Birmingham,Thu 21 Jul,,29/06/2022 13:58
London,Fri 22 Jul,,29/06/2022 13:58
Peterborough,Fri 22 Jul,,29/06/2022 13:58
Newport,Fri 22 Jul,,29/06/2022 13:58
Liverpool,Fri 22 Jul,,29/06/2022 13:58
Durham,Fri 22 Jul,,29/06/2022 13:58
Glasgow,Fri 22 Jul,,29/06/2022 13:58
Belfast,Fri 22 Jul,,29/06/2022 13:58
Birmingham,Fri 22 Jul,,29/06/2022 13:58
London,Sat 23 Jul,,29/06/2022 13:58
Peterborough,Sat 23 Jul,,29/06/2022 13:58
Newport,Sat 23 Jul,,29/06/2022 13:58
Liverpool,Sat 23 Jul,,29/06/2022 13:58
Durham,Sat 23 Jul,,29/06/2022 13:58
Glasgow,Sat 23 Jul,,29/06/2022 13:58
Belfast,Sat 23 Jul,,29/06/2022 13:58
Birmingham,Sat 23 Jul,,29/06/2022 13:58
London,Sun 24 Jul,,29/06/2022 13:58
Peterborough,Sun 24 Jul,,29/06/2022 13:58
Newport,Sun 24 Jul,,29/06/2022 13:58
Liverpool,Sun 24 Jul,,29/06/2022 13:58
Durham,Sun 24 Jul,,29/06/2022 13:58
Glasgow,Sun 24 Jul,,29/06/2022 13:58
Belfast,Sun 24 Jul,,29/06/2022 13:58
Birmingham,Sun 24 Jul,,29/06/2022 13:58
London,Mon 25 Jul,,29/06/2022 13:58
Peterborough,Mon 25 Jul,,29/06/2022 13:58
Newport,Mon 25 Jul,,29/06/2022 13:58
Liverpool,Mon 25 Jul,,29/06/2022 13:58
Durham,Mon 25 Jul,,29/06/2022 13:58
Glasgow,Mon 25 Jul,,29/06/2022 13:58
Belfast,Mon 25 Jul,,29/06/2022 13:58
Birmingham,Mon 25 Jul,,29/06/2022 13:58
London,Tue 26 Jul,,29/06/2022 13:58
Peterborough,Tue 26 Jul,,29/06/2022 13:58
Newport,Tue 26 Jul,,29/06/2022 13:58
Liverpool,Tue 26 Jul,,29/06/2022 13:58
Durham,Tue 26 Jul,,29/06/2022 13:58
Glasgow,Tue 26 Jul,,29/06/2022 13:58
Belfast,Tue 26 Jul,,29/06/2022 13:58
Birmingham,Tue 26 Jul,,29/06/2022 13:58
