location,appt_date,count,scrape_date
Peterborough,Sat 13 May,nan,27/04/2023 08:26
Newport,Sat 13 May,nan,27/04/2023 08:26
Liverpool,Sat 13 May,nan,27/04/2023 08:26
Durham,Sat 13 May,nan,27/04/2023 08:26
Glasgow,Sat 13 May,nan,27/04/2023 08:26
Belfast,Sat 13 May,nan,27/04/2023 08:26
Birmingham,Sat 13 May,nan,27/04/2023 08:26
London,Sun 14 May,nan,27/04/2023 08:26
Peterborough,Sun 14 May,nan,27/04/2023 08:26
Newport,Sun 14 May,nan,27/04/2023 08:26
Liverpool,Sun 14 May,nan,27/04/2023 08:26
Durham,Sun 14 May,nan,27/04/2023 08:26
Glasgow,Sun 14 May,nan,27/04/2023 08:26
Belfast,Sun 14 May,nan,27/04/2023 08:26
Birmingham,Sun 14 May,nan,27/04/2023 08:26
London,Mon 15 May,nan,27/04/2023 08:26
Peterborough,Mon 15 May,nan,27/04/2023 08:26
Newport,Mon 15 May,nan,27/04/2023 08:26
Liverpool,Mon 15 May,nan,27/04/2023 08:26
Durham,Mon 15 May,nan,27/04/2023 08:26
Glasgow,Mon 15 May,nan,27/04/2023 08:26
Belfast,Mon 15 May,nan,27/04/2023 08:26
Birmingham,Mon 15 May,nan,27/04/2023 08:26
London,Tue 16 May,nan,27/04/2023 08:26
Peterborough,Tue 16 May,nan,27/04/2023 08:26
Newport,Tue 16 May,nan,27/04/2023 08:26
Liverpool,Tue 16 May,nan,27/04/2023 08:26
Durham,Tue 16 May,nan,27/04/2023 08:26
Glasgow,Tue 16 May,nan,27/04/2023 08:26
Belfast,Tue 16 May,nan,27/04/2023 08:26
Birmingham,Tue 16 May,nan,27/04/2023 08:26
London,Wed 17 May,nan,27/04/2023 08:26
Peterborough,Wed 17 May,nan,27/04/2023 08:26
Newport,Wed 17 May,nan,27/04/2023 08:26
Liverpool,Wed 17 May,nan,27/04/2023 08:26
Durham,Wed 17 May,nan,27/04/2023 08:26
Glasgow,Wed 17 May,nan,27/04/2023 08:26
Belfast,Wed 17 May,nan,27/04/2023 08:26
Birmingham,Wed 17 May,nan,27/04/2023 08:26
London,Thu 18 May,nan,27/04/2023 08:26
Peterborough,Thu 18 May,nan,27/04/2023 08:26
Newport,Thu 18 May,nan,27/04/2023 08:26
Liverpool,Thu 18 May,nan,27/04/2023 08:26
Durham,Thu 18 May,nan,27/04/2023 08:26
Glasgow,Thu 18 May,nan,27/04/2023 08:26
Belfast,Thu 18 May,nan,27/04/2023 08:26
Birmingham,Thu 18 May,nan,27/04/2023 08:26
London,Fri 19 May,nan,27/04/2023 08:26
Peterborough,Fri 19 May,nan,27/04/2023 08:26
Newport,Fri 19 May,nan,27/04/2023 08:26
Liverpool,Fri 19 May,nan,27/04/2023 08:26
Durham,Fri 19 May,nan,27/04/2023 08:26
Glasgow,Fri 19 May,nan,27/04/2023 08:26
Belfast,Fri 19 May,nan,27/04/2023 08:26
Birmingham,Fri 19 May,nan,27/04/2023 08:26
London,Sat 20 May,nan,27/04/2023 08:26
Peterborough,Sat 20 May,nan,27/04/2023 08:26
Newport,Sat 20 May,nan,27/04/2023 08:26
Liverpool,Sat 20 May,nan,27/04/2023 08:26
Durham,Sat 20 May,nan,27/04/2023 08:26
Glasgow,Sat 20 May,nan,27/04/2023 08:26
Belfast,Sat 20 May,nan,27/04/2023 08:26
Birmingham,Sat 20 May,nan,27/04/2023 08:26
London,Sun 21 May,nan,27/04/2023 08:26
Peterborough,Sun 21 May,nan,27/04/2023 08:26
Newport,Sun 21 May,nan,27/04/2023 08:26
Liverpool,Sun 21 May,nan,27/04/2023 08:26
Durham,Sun 21 May,nan,27/04/2023 08:26
Glasgow,Sun 21 May,nan,27/04/2023 08:26
Belfast,Sun 21 May,nan,27/04/2023 08:26
Birmingham,Sun 21 May,nan,27/04/2023 08:26
London,Mon 22 May,nan,27/04/2023 08:26
Peterborough,Mon 22 May,nan,27/04/2023 08:26
Newport,Mon 22 May,nan,27/04/2023 08:26
Liverpool,Mon 22 May,nan,27/04/2023 08:26
Durham,Mon 22 May,nan,27/04/2023 08:26
Glasgow,Mon 22 May,nan,27/04/2023 08:26
Belfast,Mon 22 May,nan,27/04/2023 08:26
Birmingham,Mon 22 May,nan,27/04/2023 08:26
London,Tue 23 May,nan,27/04/2023 08:26
Peterborough,Tue 23 May,nan,27/04/2023 08:26
Newport,Tue 23 May,nan,27/04/2023 08:26
Liverpool,Tue 23 May,nan,27/04/2023 08:26
Durham,Tue 23 May,nan,27/04/2023 08:26
Glasgow,Tue 23 May,nan,27/04/2023 08:26
Belfast,Tue 23 May,nan,27/04/2023 08:26
Birmingham,Tue 23 May,nan,27/04/2023 08:26
London,Wed 24 May,nan,27/04/2023 08:26
Peterborough,Wed 24 May,nan,27/04/2023 08:26
Newport,Wed 24 May,nan,27/04/2023 08:26
Liverpool,Wed 24 May,nan,27/04/2023 08:26
Durham,Wed 24 May,nan,27/04/2023 08:26
Glasgow,Wed 24 May,nan,27/04/2023 08:26
Belfast,Wed 24 May,nan,27/04/2023 08:26
Birmingham,Wed 24 May,nan,27/04/2023 08:26
